RA,dec,mjd,exptime,band,filter,nexp,airmass,night,visittime,scheduler_note,
1.0454050860868804, -0.6648425023379677, 60912.23558721041, 30.0, 'i', 'i', 2, 1.924564085766061, 0, 34.4, 'ToO GW_case_F 18_t0_i0 110',
1.100078055299111, -0.6299354590023749, 60912.24296355356, 30.0, 'g', 'g', 2, 1.995757034288221, 0, 34.4, 'ToO GW_case_F 18_t0_i0 20',
1.1036082149266493, -0.6830393052670214, 60912.2434158347, 30.0, 'g', 'g', 2, 1.930222793950323, 0, 34.4, 'ToO GW_case_F 18_t0_i0 21',
1.1057142362061008, -0.7348620016369029, 60912.24386799787, 30.0, 'g', 'g', 2, 1.8880929085358609, 0, 34.4, 'ToO GW_case_F 18_t0_i0 22',
1.100078055299111, -0.6299354590023749, 60912.24565503491, 30.0, 'i', 'i', 2, 1.9554494987164044, 0, 34.4, 'ToO GW_case_F 18_t0_i0 111',
1.1036082149266493, -0.6830393052670214, 60912.246107393876, 30.0, 'i', 'i', 2, 1.8907539540057963, 0, 34.4, 'ToO GW_case_F 18_t0_i0 112',
1.1057142362061008, -0.7348620016369029, 60912.24655963512, 30.0, 'i', 'i', 2, 1.8519305319894461, 0, 34.4, 'ToO GW_case_F 18_t0_i0 113',
1.1632610472293914, -0.699455749096154, 60912.24834667215, 30.0, 'g', 'g', 2, 2.0069201074007372, 0, 34.4, 'ToO GW_case_F 18_t0_i0 23',
1.1632610472293914, -0.699455749096154, 60912.25013370919, 30.0, 'i', 'i', 2, 1.9784548953258652, 0, 34.4, 'ToO GW_case_F 18_t0_i0 114',
1.1690745909655345, -0.7517599577927265, 60912.251920746225, 30.0, 'g', 'g', 2, 1.9222005635579482, 0, 34.4, 'ToO GW_case_F 18_t0_i0 24',
1.174690046999097, -0.8033017759100843, 60912.2523730357, 30.0, 'g', 'g', 2, 1.8752549267901093, 0, 34.4, 'ToO GW_case_F 18_t0_i0 25',
1.1806980009163563, -0.8543160834979858, 60912.252825318865, 30.0, 'g', 'g', 2, 1.8530312128621957, 0, 34.4, 'ToO GW_case_F 18_t0_i0 26',
1.1690745909655345, -0.7517599577927265, 60912.2546123559, 30.0, 'i', 'i', 2, 1.8850605685849726, 0, 34.4, 'ToO GW_case_F 18_t0_i0 115',
1.174690046999097, -0.8033017759100843, 60912.25506471678, 30.0, 'i', 'i', 2, 1.8416655935046478, 0, 34.4, 'ToO GW_case_F 18_t0_i0 116',
1.1806980009163563, -0.8543160834979858, 60912.25551706765, 30.0, 'i', 'i', 2, 1.8219428329205574, 0, 34.4, 'ToO GW_case_F 18_t0_i0 117',
1.234084984123034, -0.7666491392263102, 60912.26411130636, 30.0, 'g', 'g', 2, 1.886070654707285, 0, 34.4, 'ToO GW_case_F 18_t0_i0 27',
1.2440965060293596, -0.8184718497454432, 60912.264563801116, 30.0, 'g', 'g', 2, 1.8518451977699752, 0, 34.4, 'ToO GW_case_F 18_t0_i0 28',
1.2551577707675499, -0.8697984880078903, 60912.26501626523, 30.0, 'g', 'g', 2, 1.8411931425423416, 0, 34.4, 'ToO GW_case_F 18_t0_i0 29',
1.234084984123034, -0.7666491392263102, 60912.266803302264, 30.0, 'i', 'i', 2, 1.8507901267522682, 0, 34.4, 'ToO GW_case_F 18_t0_i0 118',
1.2440965060293596, -0.8184718497454432, 60912.26725586398, 30.0, 'i', 'i', 2, 1.8196599405466527, 0, 34.4, 'ToO GW_case_F 18_t0_i0 119',
1.2551577707675499, -0.8697984880078903, 60912.26770838966, 30.0, 'i', 'i', 2, 1.8110547630147082, 0, 34.4, 'ToO GW_case_F 18_t0_i0 120',
1.315332845111989, -0.8314302887368112, 60912.27572498434, 30.0, 'g', 'g', 2, 1.8629874913537903, 0, 34.4, 'ToO GW_case_F 18_t0_i0 30',
1.331765780338971, -0.8827884692496113, 60912.276177544976, 30.0, 'g', 'g', 2, 1.84653533197497, 0, 34.4, 'ToO GW_case_F 18_t0_i0 31',
1.315332845111989, -0.8314302887368112, 60912.27796458201, 30.0, 'i', 'i', 2, 1.835891919696792, 0, 34.4, 'ToO GW_case_F 18_t0_i0 121',
1.331765780338971, -0.8827884692496113, 60912.27841718795, 30.0, 'i', 'i', 2, 1.821576965884894, 0, 34.4, 'ToO GW_case_F 18_t0_i0 122',
1.3509514402205465, -0.933706826390537, 60912.28020422498, 30.0, 'g', 'g', 2, 1.8295096438348215, 0, 34.4, 'ToO GW_case_F 18_t0_i0 32',
1.3509514402205465, -0.933706826390537, 60912.28199126202, 30.0, 'i', 'i', 2, 1.8111119413112533, 0, 34.4, 'ToO GW_case_F 18_t0_i0 123',
1.373999805776057, -0.9841612647724749, 60912.283778299054, 30.0, 'g', 'g', 2, 1.8145242374597819, 0, 34.4, 'ToO GW_case_F 18_t0_i0 33',
1.373999805776057, -0.9841612647724749, 60912.28556533609, 30.0, 'i', 'i', 2, 1.797667417735846, 0, 34.4, 'ToO GW_case_F 18_t0_i0 124',
1.4361704664577717, -0.9439127577888524, 60912.291741262015, 30.0, 'g', 'g', 2, 1.8509234821724287, 0, 34.4, 'ToO GW_case_F 18_t0_i0 34',
1.4361704664577717, -0.9439127577888524, 60912.29352829905, 30.0, 'i', 'i', 2, 1.8279870368673383, 0, 34.4, 'ToO GW_case_F 18_t0_i0 125',
1.4672245775776496, -0.9938136534927414, 60912.343747453546, 30.0, 'g', 'g', 2, 1.4863204928949674, 0, 34.4, 'ToO GW_case_F 18_t0_i0 35',
1.5232328330754719, -0.9513264160042857, 60912.34419992496, 30.0, 'g', 'g', 2, 1.5180062264328855, 0, 34.4, 'ToO GW_case_F 18_t0_i0 36',
1.562537472020697, -1.0002197029645323, 60912.34465240274, 30.0, 'g', 'g', 2, 1.561767794431689, 0, 34.4, 'ToO GW_case_F 18_t0_i0 37',
1.6592022851338193, -1.0032063540610425, 60912.345109750924, 30.0, 'g', 'g', 2, 1.6649694858011084, 0, 34.4, 'ToO GW_case_F 18_t0_i0 38',
1.716212792214816, -1.0487173750444807, 60912.34556188699, 30.0, 'g', 'g', 2, 1.7302611223513922, 0, 34.4, 'ToO GW_case_F 18_t0_i0 39',
1.4672245775776496, -0.9938136534927414, 60912.34734892403, 30.0, 'i', 'i', 2, 1.4645073548988448, 0, 34.4, 'ToO GW_case_F 18_t0_i0 126',
1.5232328330754719, -0.9513264160042857, 60912.347801581745, 30.0, 'i', 'i', 2, 1.4957119038075861, 0, 34.4, 'ToO GW_case_F 18_t0_i0 127',
1.562537472020697, -1.0002197029645323, 60912.34825405785, 30.0, 'i', 'i', 2, 1.5393520669417033, 0, 34.4, 'ToO GW_case_F 18_t0_i0 128',
1.6592022851338193, -1.0032063540610425, 60912.348711406135, 30.0, 'i', 'i', 2, 1.6384873754004006, 0, 34.4, 'ToO GW_case_F 18_t0_i0 129',
1.716212792214816, -1.0487173750444807, 60912.34916377656, 30.0, 'i', 'i', 2, 1.7031574538397445, 0, 34.4, 'ToO GW_case_F 18_t0_i0 130',
1.8221284390151364, -1.0453056475595273, 60912.39952994248, 30.0, 'g', 'g', 2, 1.5016643839394421, 0, 34.4, 'ToO GW_case_F 18_t0_i0 40',
1.8994191814023804, -1.0851017359858337, 60912.39998559267, 30.0, 'g', 'g', 2, 1.5707285450527282, 0, 34.4, 'ToO GW_case_F 18_t0_i0 41',
1.9264647011908809, -1.0373535307279473, 60912.400438302226, 30.0, 'g', 'g', 2, 1.5808341956817806, 0, 34.4, 'ToO GW_case_F 18_t0_i0 42',
1.8221284390151364, -1.0453056475595273, 60912.40222533926, 30.0, 'i', 'i', 2, 1.4878086696351303, 0, 34.4, 'ToO GW_case_F 18_t0_i0 131',
1.8994191814023804, -1.0851017359858337, 60912.40268110312, 30.0, 'i', 'i', 2, 1.556058864780257, 0, 34.4, 'ToO GW_case_F 18_t0_i0 132',
1.9264647011908809, -1.0373535307279473, 60912.40313388514, 30.0, 'i', 'i', 2, 1.5644544909840847, 0, 34.4, 'ToO GW_case_F 18_t0_i0 133',
2.21484579828481, -1.132235533084382, 60912.4247603846, 30.0, 'g', 'g', 2, 1.743395832457448, 0, 34.4, 'ToO GW_case_F 18_t0_i0 43',
3.902518849176948, 0.24272258145705772, 60912.97056300316, 30.0, 'g', 'g', 2, 1.6379280804552498, 1, 34.4, 'ToO GW_case_F 18_t0_i0 44',
3.9379455222593513, 0.2003498938989774, 60912.971020776386, 30.0, 'g', 'g', 2, 1.539032685895191, 1, 34.4, 'ToO GW_case_F 18_t0_i0 45',
3.9590958214062217, 0.24410896367022583, 60912.9714721921, 30.0, 'g', 'g', 2, 1.5927128452488388, 1, 34.4, 'ToO GW_case_F 18_t0_i0 46',
3.966654180938045, 0.3736923204752982, 60912.97194047577, 30.0, 'g', 'g', 2, 1.8621968798928241, 1, 34.4, 'ToO GW_case_F 18_t0_i0 47',
3.9807161676853626, 0.2875608610131384, 60912.97240344681, 30.0, 'g', 'g', 2, 1.6564479945318686, 1, 34.4, 'ToO GW_case_F 18_t0_i0 48',
4.002903077085967, 0.33074530652887457, 60912.97285535961, 30.0, 'g', 'g', 2, 1.7258001648233894, 1, 34.4, 'ToO GW_case_F 18_t0_i0 49',
4.025742788430082, 0.3738155016794136, 60912.97330753552, 30.0, 'g', 'g', 2, 1.8052203478676414, 1, 34.4, 'ToO GW_case_F 18_t0_i0 50',
4.049111501272914, 0.417609843311636, 60912.973760175606, 30.0, 'g', 'g', 2, 1.8993050410920238, 1, 34.4, 'ToO GW_case_F 18_t0_i0 51',
4.068896977300684, 0.46881451480321346, 60912.97421508208, 30.0, 'g', 'g', 2, 2.038742986633612, 1, 34.4, 'ToO GW_case_F 18_t0_i0 52',
4.0790420120867, 0.51788536941315, 60912.974670423486, 30.0, 'g', 'g', 2, 2.212425473527094, 1, 34.4, 'ToO GW_case_F 18_t0_i0 53',
4.085145467602353, 0.38181636052175616, 60912.975142210045, 30.0, 'g', 'g', 2, 1.7783920764857033, 1, 34.4, 'ToO GW_case_F 18_t0_i0 54',
4.127446015909815, 0.48413267229703116, 60912.975605271975, 30.0, 'g', 'g', 2, 2.036936803322904, 1, 34.4, 'ToO GW_case_F 18_t0_i0 55',
4.131034689522813, 0.5386073533804883, 60912.97606234602, 30.0, 'g', 'g', 2, 2.2455781312414413, 1, 34.4, 'ToO GW_case_F 18_t0_i0 56',
4.182929873856763, 0.5576326326803946, 60912.976513679445, 30.0, 'g', 'g', 2, 2.275249048590782, 1, 34.4, 'ToO GW_case_F 18_t0_i0 58',
4.235869331168851, 0.5753691256887592, 60912.976964945214, 30.0, 'g', 'g', 2, 2.309842737887742, 1, 34.4, 'ToO GW_case_F 18_t0_i0 61',
3.902518849176948, 0.24272258145705772, 60912.97916864892, 30.0, 'i', 'i', 2, 1.6942248091706869, 1, 34.4, 'ToO GW_case_F 18_t0_i0 135',
3.9379455222593513, 0.2003498938989774, 60912.97962647225, 30.0, 'i', 'i', 2, 1.5939461572405103, 1, 34.4, 'ToO GW_case_F 18_t0_i0 136',
3.9590958214062217, 0.24410896367022583, 60912.98007769627, 30.0, 'i', 'i', 2, 1.6490138763807802, 1, 34.4, 'ToO GW_case_F 18_t0_i0 137',
3.966654180938045, 0.3736923204752982, 60912.980545340426, 30.0, 'i', 'i', 2, 1.9356765257394064, 1, 34.4, 'ToO GW_case_F 18_t0_i0 138',
3.9807161676853626, 0.2875608610131384, 60912.98100803849, 30.0, 'i', 'i', 2, 1.7148291662513697, 1, 34.4, 'ToO GW_case_F 18_t0_i0 139',
4.002903077085967, 0.33074530652887457, 60912.98145942204, 30.0, 'i', 'i', 2, 1.7859272858106032, 1, 34.4, 'ToO GW_case_F 18_t0_i0 140',
4.025742788430082, 0.3738155016794136, 60912.9819110837, 30.0, 'i', 'i', 2, 1.8672923986425498, 1, 34.4, 'ToO GW_case_F 18_t0_i0 141',
4.049111501272914, 0.417609843311636, 60912.98236322908, 30.0, 'i', 'i', 2, 1.963753352487276, 1, 34.4, 'ToO GW_case_F 18_t0_i0 142',
4.068896977300684, 0.46881451480321346, 60912.98281771734, 30.0, 'i', 'i', 2, 2.108439520525573, 1, 34.4, 'ToO GW_case_F 18_t0_i0 143',
4.0790420120867, 0.51788536941315, 60912.983272764264, 30.0, 'i', 'i', 2, 2.291081183787828, 1, 34.4, 'ToO GW_case_F 18_t0_i0 144',
4.085145467602353, 0.38181636052175616, 60912.9837441112, 30.0, 'i', 'i', 2, 1.8319617131052455, 1, 34.4, 'ToO GW_case_F 18_t0_i0 145',
4.127446015909815, 0.48413267229703116, 60912.98420647236, 30.0, 'i', 'i', 2, 2.0974401396033557, 1, 34.4, 'ToO GW_case_F 18_t0_i0 146',
4.131034689522813, 0.5386073533804883, 60912.9846633293, 30.0, 'i', 'i', 2, 2.31690073839763, 1, 34.4, 'ToO GW_case_F 18_t0_i0 147',
4.182929873856763, 0.5576326326803946, 60912.98511464631, 30.0, 'i', 'i', 2, 2.3374975437454055, 1, 34.4, 'ToO GW_case_F 18_t0_i0 149',
4.235869331168851, 0.5753691256887592, 60912.98556591274, 30.0, 'i', 'i', 2, 2.3626668439673524, 1, 34.4, 'ToO GW_case_F 18_t0_i0 152',
0.7698802203564656, -0.3265900800721675, 60913.1942304305, 30.0, 'g', 'g', 2, 2.3165226113819832, 1, 34.4, 'ToO GW_case_F 18_t24_i1 188',
0.7698802203564656, -0.3265900800721675, 60913.19601746753, 30.0, 'i', 'i', 2, 2.2725150692661193, 1, 34.4, 'ToO GW_case_F 18_t24_i1 559',
0.7622106318126084, -0.2498759208765411, 60913.19780450457, 30.0, 'g', 'g', 2, 2.357046488191539, 1, 34.4, 'ToO GW_case_F 18_t24_i1 186',
0.7744463274048452, -0.27259326203735057, 60913.1982517992, 30.0, 'g', 'g', 2, 2.3108550632329354, 1, 34.4, 'ToO GW_case_F 18_t24_i1 190',
0.7817851487957821, -0.28662901302481303, 60913.19869677615, 30.0, 'g', 'g', 2, 2.2997056563840133, 1, 34.4, 'ToO GW_case_F 18_t24_i1 192',
0.783303692295745, -0.29804090618465984, 60913.19914036319, 30.0, 'g', 'g', 2, 2.271011552144051, 1, 34.4, 'ToO GW_case_F 18_t24_i1 193',
0.78625086658162, -0.2994178314968785, 60913.19958055768, 30.0, 'g', 'g', 2, 2.2688412318223774, 1, 34.4, 'ToO GW_case_F 18_t24_i1 194',
0.7924522276128652, -0.3477158597497034, 60913.200031659646, 30.0, 'g', 'g', 2, 2.1905063274809717, 1, 34.4, 'ToO GW_case_F 18_t24_i1 196',
0.8031187208745969, -0.3302696053904597, 60913.2004797824, 30.0, 'g', 'g', 2, 2.2523053310269536, 1, 34.4, 'ToO GW_case_F 18_t24_i1 197',
0.8113583963966192, -0.3489214782479031, 60913.2009259065, 30.0, 'g', 'g', 2, 2.237783866041645, 1, 34.4, 'ToO GW_case_F 18_t24_i1 198',
0.8135852353167854, -0.362463012876594, 60913.201370224044, 30.0, 'g', 'g', 2, 2.21077541158043, 1, 34.4, 'ToO GW_case_F 18_t24_i1 200',
0.8250615242510033, -0.37369232185652024, 60913.20181494986, 30.0, 'g', 'g', 2, 2.222970214421227, 1, 34.4, 'ToO GW_case_F 18_t24_i1 205',
0.8478327764191143, -0.41707519622673517, 60913.20226636914, 30.0, 'g', 'g', 2, 2.220724717937476, 1, 34.4, 'ToO GW_case_F 18_t24_i1 210',
0.8545310300809881, -0.45216196311730616, 60913.20271552834, 30.0, 'g', 'g', 2, 2.176250307692272, 1, 34.4, 'ToO GW_case_F 18_t24_i1 211',
0.7622106318126084, -0.2498759208765411, 60913.20450256538, 30.0, 'i', 'i', 2, 2.188350154169977, 1, 34.4, 'ToO GW_case_F 18_t24_i1 557',
0.7744463274048452, -0.27259326203735057, 60913.20494995932, 30.0, 'i', 'i', 2, 2.1493329081898818, 1, 34.4, 'ToO GW_case_F 18_t24_i1 561',
0.7817851487957821, -0.28662901302481303, 60913.20539501296, 30.0, 'i', 'i', 2, 2.1400099561423804, 1, 34.4, 'ToO GW_case_F 18_t24_i1 563',
0.783303692295745, -0.29804090618465984, 60913.205838670365, 30.0, 'i', 'i', 2, 2.1157120899182686, 1, 34.4, 'ToO GW_case_F 18_t24_i1 564',
0.78625086658162, -0.2994178314968785, 60913.20627887541, 30.0, 'i', 'i', 2, 2.1138791833168153, 1, 34.4, 'ToO GW_case_F 18_t24_i1 565',
0.7924522276128652, -0.3477158597497034, 60913.20673013018, 30.0, 'i', 'i', 2, 2.0477104166264635, 1, 34.4, 'ToO GW_case_F 18_t24_i1 567',
0.8031187208745969, -0.3302696053904597, 60913.207178231234, 30.0, 'i', 'i', 2, 2.1003085379908253, 1, 34.4, 'ToO GW_case_F 18_t24_i1 568',
0.8113583963966192, -0.3489214782479031, 60913.20762444684, 30.0, 'i', 'i', 2, 2.0883041487149523, 1, 34.4, 'ToO GW_case_F 18_t24_i1 569',
0.8135852353167854, -0.362463012876594, 60913.20806884374, 30.0, 'i', 'i', 2, 2.0654775492011446, 1, 34.4, 'ToO GW_case_F 18_t24_i1 571',
0.8250615242510033, -0.37369232185652024, 60913.20851363677, 30.0, 'i', 'i', 2, 2.076259176643532, 1, 34.4, 'ToO GW_case_F 18_t24_i1 576',
0.8478327764191143, -0.41707519622673517, 60913.20896519684, 30.0, 'i', 'i', 2, 2.075777362238351, 1, 34.4, 'ToO GW_case_F 18_t24_i1 581',
0.8545310300809881, -0.45216196311730616, 60913.209414491874, 30.0, 'i', 'i', 2, 2.03880238405128, 1, 34.4, 'ToO GW_case_F 18_t24_i1 582',
0.7401622352901448, -0.20057787777143332, 60913.21120152891, 30.0, 'g', 'g', 2, 2.058737137278229, 1, 34.4, 'ToO GW_case_F 18_t24_i1 183',
0.7404344625991737, -0.19853774226272192, 60913.211640655514, 30.0, 'g', 'g', 2, 2.027789331137771, 1, 34.4, 'ToO GW_case_F 18_t24_i1 184',
0.7609261925473332, -0.24272258280057923, 60913.21209232459, 30.0, 'g', 'g', 2, 2.00900512512478, 1, 34.4, 'ToO GW_case_F 18_t24_i1 185',
0.764538414720884, -0.1968607552853161, 60913.21254303313, 30.0, 'g', 'g', 2, 2.0897944160947937, 1, 34.4, 'ToO GW_case_F 18_t24_i1 187',
0.7741763775375159, -0.24784893713229983, 60913.21299483008, 30.0, 'g', 'g', 2, 2.0238424838669666, 1, 34.4, 'ToO GW_case_F 18_t24_i1 189',
0.7787616701390676, -0.21885899618814886, 60913.21344324892, 30.0, 'g', 'g', 2, 2.0783516162355093, 1, 34.4, 'ToO GW_case_F 18_t24_i1 191',
0.7899706763347031, -0.20146606310443782, 60913.21389185674, 30.0, 'g', 'g', 2, 2.1386602636265506, 1, 34.4, 'ToO GW_case_F 18_t24_i1 195',
0.8121390955841868, -0.25046643602539365, 60913.21434417644, 30.0, 'g', 'g', 2, 2.1147533385097357, 1, 34.4, 'ToO GW_case_F 18_t24_i1 199',
0.8175031660439158, -0.24410896468316978, 60913.214788562414, 30.0, 'g', 'g', 2, 2.134905839008033, 1, 34.4, 'ToO GW_case_F 18_t24_i1 201',
0.8177736373104931, -0.308119589216175, 60913.2152415495, 30.0, 'g', 'g', 2, 2.0198703552775514, 1, 34.4, 'ToO GW_case_F 18_t24_i1 202',
0.8216739241439552, -0.2539437159543114, 60913.21569301826, 30.0, 'g', 'g', 2, 2.1120735949098903, 1, 34.4, 'ToO GW_case_F 18_t24_i1 203',
0.8242837542617598, -0.25822761994580845, 60913.21613419272, 30.0, 'g', 'g', 2, 2.103734717750573, 1, 34.4, 'ToO GW_case_F 18_t24_i1 204',
0.834903967479472, -0.30890925301468664, 60913.216586048955, 30.0, 'g', 'g', 2, 2.0454687660219886, 1, 34.4, 'ToO GW_case_F 18_t24_i1 206',
0.8368031073618999, -0.29978659470520586, 60913.21702932689, 30.0, 'g', 'g', 2, 2.05685496755934, 1, 34.4, 'ToO GW_case_F 18_t24_i1 207',
0.8399284308299645, -0.39781897250448695, 60913.217486752095, 30.0, 'g', 'g', 2, 1.9212476761180457, 1, 34.4, 'ToO GW_case_F 18_t24_i1 208',
0.8456401659329942, -0.3590697582058242, 60913.21793611547, 30.0, 'g', 'g', 2, 1.9789374625879539, 1, 34.4, 'ToO GW_case_F 18_t24_i1 209',
0.8568952139888755, -0.40885678484462207, 60913.21838809944, 30.0, 'g', 'g', 2, 1.9382956203992094, 1, 34.4, 'ToO GW_case_F 18_t24_i1 212',
0.8583984577431911, -0.39763815347479414, 60913.21883149394, 30.0, 'g', 'g', 2, 1.9484968219344345, 1, 34.4, 'ToO GW_case_F 18_t24_i1 213',
0.8613104219007148, -0.3307453082850431, 60913.21928496782, 30.0, 'g', 'g', 2, 2.0413554073976363, 1, 34.4, 'ToO GW_case_F 18_t24_i1 214',
0.8626497196488846, -0.349029489690432, 60913.21973048013, 30.0, 'g', 'g', 2, 2.009728984531961, 1, 34.4, 'ToO GW_case_F 18_t24_i1 215',
0.8690237869554085, -0.45836085444659314, 60913.22018941934, 30.0, 'g', 'g', 2, 1.8839407654642721, 1, 34.4, 'ToO GW_case_F 18_t24_i1 216',
0.8721217545358124, -0.46137553701847245, 60913.220629984906, 30.0, 'g', 'g', 2, 1.8812658865204082, 1, 34.4, 'ToO GW_case_F 18_t24_i1 217',
0.8735365822233335, -0.4448860703727451, 60913.22107500909, 30.0, 'g', 'g', 2, 1.8955881871716298, 1, 34.4, 'ToO GW_case_F 18_t24_i1 218',
